date,vix,vix9d
2014-06-09,11.150000,9.770000
2014-06-10,10.990000,9.520000
2014-06-11,11.600000,10.450000
2014-06-12,12.560000,11.990000
2014-06-13,12.180000,11.480000
2014-06-16,12.650000,12.540000
2014-06-17,12.060000,12.680000
2014-06-18,10.610000,10.550000
2014-06-19,10.620000,10.070000
2014-06-20,10.850000,10.330000
2014-06-23,10.980000,10.270000
2014-06-24,12.130000,12.010000
2014-06-25,11.590000,11.110000
2014-06-26,11.630000,11.260000
2014-06-27,11.260000,10.650000
2014-06-30,11.570000,11.170000
2014-07-01,11.150000,10.050000
2014-07-02,10.820000,9.420000
2014-07-03,10.320000,8.540000
2014-07-07,11.330000,10.470000
2014-07-08,11.980000,11.640000
2014-07-09,11.650000,10.480000
2014-07-10,12.590000,12.080000
2014-07-11,12.080000,11.150000
2014-07-14,11.820000,10.620000
2014-07-15,11.960000,11.080000
2014-07-16,11.000000,10.260000
2014-07-17,14.540000,16.230000
2014-07-18,12.060000,12.050000
2014-07-21,12.810000,12.950000
2014-07-22,12.240000,11.540000
2014-07-23,11.520000,10.830000
2014-07-24,11.840000,10.880000
2014-07-25,12.690000,11.840000
2014-07-28,12.560000,12.020000
2014-07-29,13.280000,13.470000
2014-07-30,13.330000,13.290000
2014-07-31,16.950000,19.590000
2014-08-01,17.030000,19.010000
2014-08-04,15.120000,14.870000
2014-08-05,16.870000,17.180000
2014-08-06,16.370000,16.250000
2014-08-07,16.660000,16.760000
2014-08-08,15.770000,15.390000
2014-08-11,14.230000,14.840000
2014-08-12,14.130000,14.490000
2014-08-13,12.900000,12.630000
2014-08-14,12.420000,12.290000
2014-08-15,13.150000,14.340000
2014-08-18,12.320000,12.070000
2014-08-19,12.210000,11.000000
2014-08-20,11.780000,10.800000
2014-08-21,11.760000,10.940000
2014-08-22,11.470000,10.080000
2014-08-25,11.700000,10.420000
2014-08-26,11.630000,10.140000
2014-08-27,11.780000,9.890000
2014-08-28,12.050000,10.340000
2014-08-29,11.980000,10.000000
2014-09-02,12.250000,10.320000
2014-09-03,12.360000,10.830000
2014-09-04,12.640000,11.800000
2014-09-05,12.090000,10.270000
2014-09-08,12.660000,12.050000
2014-09-09,13.500000,13.330000
2014-09-10,12.880000,12.740000
2014-09-11,12.800000,12.070000
2014-09-12,13.310000,13.280000
2014-09-15,14.120000,15.270000
2014-09-16,12.730000,13.210000
2014-09-17,12.650000,11.810000
2014-09-18,12.030000,11.050000
2014-09-19,12.110000,10.410000
2014-09-22,13.690000,13.460000
2014-09-23,14.930000,15.600000
2014-09-24,13.270000,12.890000
2014-09-25,15.640000,15.940000
2014-09-26,14.850000,15.040000
2014-09-29,15.980000,16.110000
2014-09-30,16.310000,16.760000
2014-10-01,16.710000,16.720000
2014-10-02,16.160000,15.930000
2014-10-03,14.550000,13.860000
2014-10-06,15.460000,15.310000
2014-10-07,17.200000,16.900000
2014-10-08,15.110000,14.590000
2014-10-09,18.760000,21.620000
2014-10-10,21.240000,21.950000
2014-10-13,24.640000,27.220000
2014-10-14,22.790000,24.610000
2014-10-15,26.250000,31.120000
2014-10-16,25.200000,30.480000
2014-10-17,21.990000,23.810000
2014-10-20,18.570000,19.450000
2014-10-21,16.080000,16.380000
2014-10-22,17.870000,18.360000
2014-10-23,16.530000,16.120000
2014-10-24,16.110000,14.760000
2014-10-27,16.040000,16.090000
2014-10-28,14.390000,14.390000
2014-10-29,15.150000,14.900000
2014-10-30,14.520000,14.000000
2014-10-31,14.030000,13.800000
2014-11-03,14.730000,14.770000
2014-11-04,14.890000,14.810000
2014-11-05,14.170000,13.350000
2014-11-06,13.670000,12.650000
2014-11-07,13.120000,11.130000
2014-11-10,12.670000,11.320000
2014-11-11,12.920000,11.540000
2014-11-12,13.020000,11.390000
2014-11-13,13.790000,11.970000
2014-11-14,13.310000,11.350000
2014-11-17,13.990000,11.420000
2014-11-18,13.860000,11.490000
2014-11-19,13.960000,11.420000
2014-11-20,13.580000,10.910000
2014-11-21,12.900000,10.450000
2014-11-24,12.620000,11.150000
2014-11-25,12.250000,10.810000
2014-11-26,12.070000,11.120000
2014-11-28,13.330000,12.980000
2014-12-01,14.290000,14.630000
2014-12-02,12.850000,12.570000
2014-12-03,12.470000,12.160000
2014-12-04,12.380000,11.880000
2014-12-05,11.820000,10.700000
2014-12-08,14.210000,15.470000
2014-12-09,14.890000,15.270000
2014-12-10,18.530000,21.710000
2014-12-11,20.080000,22.080000
2014-12-12,21.080000,23.820000
2014-12-15,20.420000,21.160000
2014-12-16,23.570000,24.250000
2014-12-17,19.440000,18.040000
2014-12-18,16.810000,14.460000
2014-12-19,16.490000,13.770000
2014-12-22,15.250000,12.700000
2014-12-23,14.800000,11.100000
2014-12-24,14.370000,10.350000
2014-12-26,14.500000,12.090000
2014-12-29,15.060000,12.790000
2014-12-30,15.920000,13.860000
2014-12-31,19.200000,18.950000
2015-01-02,17.790000,16.470000
2015-01-05,19.920000,19.450000
2015-01-06,21.120000,20.530000
2015-01-07,19.310000,17.590000
2015-01-08,17.010000,15.040000
2015-01-09,17.550000,15.200000
2015-01-12,19.600000,18.200000
2015-01-13,20.560000,19.630000
2015-01-14,21.480000,21.230000
2015-01-15,22.390000,23.730000
2015-01-16,20.950000,21.480000
2015-01-20,19.890000,21.940000
2015-01-21,18.850000,20.360000
2015-01-22,16.400000,15.580000
2015-01-23,16.660000,16.080000
2015-01-26,15.520000,14.890000
2015-01-27,17.220000,17.560000
2015-01-28,20.440000,21.780000
2015-01-29,18.760000,18.780000
2015-01-30,20.970000,21.170000
2015-02-02,19.430000,19.390000
2015-02-03,17.330000,16.540000
2015-02-04,18.330000,17.480000
2015-02-05,16.850000,15.310000
2015-02-06,17.290000,14.930000
2015-02-09,18.550000,16.880000
2015-02-10,17.230000,15.200000
2015-02-11,16.960000,14.280000
2015-02-12,15.340000,12.360000
2015-02-13,14.690000,11.760000
2015-02-17,15.800000,13.550000
2015-02-18,15.450000,12.400000
2015-02-19,15.290000,12.340000
2015-02-20,14.300000,11.740000
2015-02-23,14.560000,12.160000
2015-02-24,13.690000,10.940000
2015-02-25,13.840000,11.640000
2015-02-26,13.910000,11.380000
2015-02-27,13.340000,10.600000
2015-03-02,13.040000,10.850000
2015-03-03,13.860000,11.810000
2015-03-04,14.230000,12.280000
2015-03-05,14.040000,12.160000
2015-03-06,15.200000,14.310000
2015-03-09,15.060000,14.200000
2015-03-10,16.690000,16.720000
2015-03-11,16.870000,16.780000
2015-03-12,15.420000,15.040000
2015-03-13,16.000000,15.250000
2015-03-16,15.610000,16.150000
2015-03-17,15.660000,16.720000
2015-03-18,13.970000,13.850000
2015-03-19,14.070000,12.890000
2015-03-20,13.020000,10.730000
2015-03-23,13.410000,12.030000
2015-03-24,13.620000,12.240000
2015-03-25,15.440000,15.280000
2015-03-26,15.800000,15.920000
2015-03-27,15.070000,14.690000
2015-03-30,14.510000,14.310000
2015-03-31,15.290000,15.500000
2015-04-01,15.110000,14.290000
2015-04-02,14.670000,13.910000
2015-04-06,14.740000,14.160000
2015-04-07,14.780000,13.900000
2015-04-08,13.980000,12.800000
2015-04-09,13.090000,11.410000
2015-04-10,12.580000,9.910000
2015-04-13,13.940000,12.490000
2015-04-14,13.670000,11.720000
2015-04-15,12.840000,10.590000
2015-04-16,12.600000,10.740000
2015-04-17,13.890000,12.910000
2015-04-20,13.300000,12.620000
2015-04-21,13.250000,12.580000
2015-04-22,12.710000,11.830000
2015-04-23,12.480000,11.840000
2015-04-24,12.290000,10.860000
2015-04-27,13.120000,12.720000
2015-04-28,12.410000,11.870000
2015-04-29,13.390000,13.260000
2015-04-30,14.550000,15.060000
2015-05-01,12.700000,11.770000
2015-05-04,12.850000,12.010000
2015-05-05,14.310000,14.640000
2015-05-06,15.150000,16.050000
2015-05-07,15.130000,15.590000
2015-05-08,12.860000,11.320000
2015-05-11,13.850000,13.410000
2015-05-12,13.860000,13.820000
2015-05-13,13.760000,13.490000
2015-05-14,12.740000,11.590000
2015-05-15,12.380000,10.770000
2015-05-18,12.730000,11.010000
2015-05-19,12.850000,11.150000
2015-05-20,12.880000,10.480000
2015-05-21,12.110000,9.950000
2015-05-22,12.130000,9.600000
2015-05-26,14.060000,13.320000
2015-05-27,13.270000,11.930000
2015-05-28,13.310000,12.230000
2015-05-29,13.840000,13.670000
2015-06-01,13.970000,13.850000
2015-06-02,14.240000,13.990000
2015-06-03,13.660000,12.700000
2015-06-04,14.710000,15.020000
2015-06-05,14.210000,13.700000
2015-06-08,15.290000,15.890000
2015-06-09,14.470000,15.050000
2015-06-10,13.220000,13.320000
2015-06-11,12.850000,12.380000
2015-06-12,13.780000,14.160000
2015-06-15,15.390000,16.680000
2015-06-16,14.810000,16.290000
2015-06-17,14.500000,15.220000
2015-06-18,13.190000,13.110000
2015-06-19,13.960000,14.320000
