announcement_date,fiscal_quarter_end,eps_estimate,eps_actual,eps_surprise_pct,vxapl_close,aapl_close,iv_var,pre_rv20_var,post_rv20_var,post_rv5_var,vrp20,vrp5,iv_runup_5,market_term_slope,event_gap,abs_event_gap,has_pre_rv20,has_iv_runup_5,hist_abs_gap_4,hist_abs_eps_surprise_4,has_hist_abs_gap_4,vxapl_implied_vol,post_rv20_vol,pre_rv20_vol
2019-01-29,2018-12-31,1.04,1.04,0.0,36.28,36.93493652,0.13162384000000002,0.20558371126838862,0.07901252017479762,0.2768668347218872,0.052611319825202396,-0.1452429947218872,0.015677491601343796,-0.008200000000000002,0.05392445233213944,0.05392445233213944,True,True,0.03759737957969884,0.038227302500000004,True,36.28,28.109165796017077,45.34133999656259
2019-04-30,2019-03-31,0.59,0.62,0.05084746,30.35,48.12207413,0.09211224999999999,0.02204214040041958,0.1255767738705715,0.17541620045697343,-0.033464523870571514,-0.08330395045697343,0.060817895840615144,0.006799999999999997,0.04487431669890183,0.04487431669890183,True,True,0.048412014371309334,0.032964145,True,30.349999999999998,35.43681332605564,14.846595704207607
2019-07-30,2019-06-30,0.52,0.55,0.05769231,28.64,50.25971985,0.08202496,0.025446545281308467,0.14649237929452882,0.23116426255275135,-0.06446741929452883,-0.14913930255275137,0.009517095523440267,-0.005200000000000014,0.035939859357216684,0.035939859357216684,True,True,0.05072831401790134,0.041944667500000005,True,28.64,38.27432289336139,15.951973320347696
2019-10-30,2019-09-30,0.71,0.76,0.07042254,35.14,58.78259659,0.12348195999999999,0.04181618018539708,0.03204411527294148,0.06693910353794735,0.09143784472705851,0.056542856462052635,0.2146560663670931,0.0166,0.01622854672940992,0.01622854672940992,True,True,0.048361068013292,0.0378492275,True,35.14,17.900870166821914,20.449004911094594
2020-01-28,2019-12-31,1.13,1.25,0.10619469,34.34,76.99872589,0.11792356000000002,0.052477190108346145,0.12073848552460698,0.17894977690055805,-0.002814925524606951,-0.061026216900558025,0.07413199874882714,-0.020599999999999986,0.021055403885234074,0.021055403885234074,True,True,0.03774179377941697,0.0447405775,True,34.34,34.74744386636332,22.90790040757689
2020-04-30,2020-03-31,0.52,0.64,0.23076923,39.11,71.37751007,0.15295921,0.20473603913141522,0.039738246536798236,0.045059744353705355,0.11322096346320178,0.10789946564629466,-0.1932755775577557,0.01269999999999996,-0.02603413444108308,0.02603413444108308,True,True,0.029524531667690625,0.07128925,True,39.11,19.93445422799386,45.24776669974058
2020-07-30,2020-06-30,0.51,0.64,0.25490196,34.93,93.72886658,0.12201049,0.07426018046752021,0.23199055081533135,0.592992005358374,-0.10998006081533135,-0.47098151535837407,-0.15566835871404394,0.019700000000000023,0.06728667998478204,0.06728667998478204,True,True,0.024814486103235937,0.1162696925,True,34.93,48.165397415087455,27.2507211771579
2020-10-29,2020-09-30,0.69,0.73,0.05797101,49.71,112.5720215,0.24710840999999997,0.16263249279167752,0.11625992897099344,0.3212834965749041,0.13084848102900654,-0.07417508657490415,0.026429898823043585,-0.0675,-0.03764034994633238,0.03764034994633238,True,True,0.03265119126012728,0.165572105,True,49.71,34.09691026632669,40.32771910134238
2021-01-27,2020-12-31,1.41,1.68,0.19148936,50.72,138.9140625,0.25725184,0.10247786253515016,0.08397084508514423,0.15584274469516762,0.17328099491485577,0.10140909530483239,0.11816578483245155,-0.0443,-0.01804126514344812,0.01804126514344812,True,True,0.03800414206435789,0.1624592225,True,50.72,28.977723355216195,32.01216370930746
2021-04-28,2021-03-31,1.0,1.4,0.4,31.55,130.8170319,0.09954025,0.050695820349130956,0.061959384918257865,0.0807297279490646,0.03758086508174213,0.01881052205093539,-0.08284883720930225,0.03660000000000002,0.02140454039396997,0.02140454039396997,True,True,0.03725060737891141,0.18378288999999998,True,31.55,24.891642155200984,22.51573235520687
2021-07-27,2021-06-30,1.0,1.3,0.3,30.99,143.9783783,0.09603801000000001,0.0514256858442182,0.024012604446096618,0.01697498836485579,0.07202540555390338,0.07906302163514421,-0.06033959975742875,0.021999999999999992,-0.013444058969516138,0.013444058969516138,True,True,0.036093208867133124,0.2260905825,True,30.990000000000002,15.496000918332644,22.67723216008034
2021-10-28,2021-09-30,1.24,1.24,0.0,26.97,149.892334,0.07273808999999999,0.03295103588774899,0.045360630137530215,0.026458902133975327,0.027377459862469776,0.04627918786602467,0.04171494785631502,0.022200000000000008,-0.03569558631983058,0.03569558631983058,True,True,0.02263255361331665,0.23736509249999999,True,26.97,21.298035152926715,18.15242019339267
2022-01-27,2021-12-31,1.89,2.1,0.11111111,45.91,156.6539001,0.21077280999999995,0.04752224084679469,0.11955384285622248,0.2796835037646836,0.09121896714377747,-0.06891069376468364,0.19900757377905443,-0.025400000000000027,0.039952471224192876,0.039952471224192876,True,True,0.0221463627066912,0.22287234,True,45.91,34.57655894623154,21.799596520760353
2022-04-28,2022-03-31,1.43,1.52,0.06293706,41.94,161.2077942,0.17589636,0.10313795930175475,0.2465002789776388,0.3219557260764639,-0.07060391897763879,-0.1460593660764639,0.1424679923726504,-0.022600000000000016,-0.011060787192104722,0.011060787192104722,True,True,0.02762416422687739,0.20277777749999998,True,41.94,49.64879444434062,32.115099143822476
2022-07-28,2022-06-30,1.14,1.2,0.05263158,33.34,155.2390289,0.11115556000000001,0.06692249797134003,0.06111865689379116,0.12997463807334958,0.050036903106208855,-0.018819078073349566,-0.043328550932568044,0.015199999999999997,0.024421286687002164,0.024421286687002164,True,True,0.02503822592641108,0.1185120425,True,33.34,24.722187786235903,25.869383056296495
2022-10-27,2022-09-30,1.26,1.29,0.02380952,44.85,143.0558319,0.20115225,0.12353715123666195,0.2467901468158289,0.4627849335479311,-0.04563789681582889,-0.2616326835479311,0.029141808168884786,-0.02379999999999999,0.023209300685875067,0.023209300685875067,True,True,0.027782532855782586,0.0566699375,True,44.85,49.67797769795273,35.147852172879915
2023-02-02,2022-12-31,1.93,1.88,-0.02590674,36.88,149.2505035,0.13601344,0.06807302395952144,0.06222453048690077,0.08251044833766755,0.07378890951309924,0.053502991662332466,0.13651771956856695,-0.003999999999999986,-0.018672098528053682,0.018672098528053682,True,True,0.024660961447293708,0.0626223175,True,36.88,24.944845256465467,26.090807568858697
2023-05-04,2023-03-31,1.44,1.52,0.05555556,32.97,164.3152008,0.10870209,0.035842356210918115,0.04337442615501524,0.11654084391756893,0.06532766384498476,-0.007838753917568927,0.14838035527690696,0.0021000000000000085,0.030824641460880698,0.030824641460880698,True,True,0.01934086827325891,0.041321225,True,32.97,20.826527832314063,18.93207759621699
2023-08-03,2023-06-30,1.19,1.26,0.05882353,27.6,189.7315063,0.07617600000000001,0.017064447631433912,0.07126749298785805,0.14289169674929733,0.0049085070121419605,-0.06671569674929732,0.05142857142857138,0.008599999999999995,-0.030000273523533794,0.030000273523533794,True,True,0.024281831840452902,0.03947585,True,27.6,26.695972165826447,13.063095969728582
2023-11-02,2023-09-30,1.39,1.46,0.05035971,27.69,176.4718323,0.07667361000000002,0.03333225131995152,0.020636991495866484,0.024413606446177828,0.05603661850413354,0.05226000355382219,-0.1552776082977425,0.005,-0.018931151118201546,0.018931151118201546,True,True,0.02567657854958581,0.04102383749999999,True,27.690000000000005,14.365580912676828,18.257122259532448
2024-02-01,2023-12-31,2.09,2.18,0.0430622,28.12,185.9490356,0.07907344000000001,0.043869017771302636,0.013030946916366661,0.011738094135885507,0.06604249308363334,0.06733534586411451,0.157201646090535,0.006000000000000014,-0.038180959422310035,0.038180959422310035,True,True,0.02460704115766743,0.047661385,True,28.12,11.415317304554726,20.944932029324573
2024-05-02,2024-03-31,1.51,1.53,0.01324503,28.96,172.4061737,0.08386816000000001,0.06225725464152785,0.06345110643813501,0.18022550271501334,0.020417053561865003,-0.09635734271501332,-0.015635622025832796,-0.0017999999999999971,0.0757701455032164,0.0757701455032164,True,True,0.02948425638123152,0.051950249999999996,True,28.96,25.189503059436287,24.951403696290885
2024-08-01,2024-06-30,1.34,1.4,0.04477612,32.12,217.8678436,0.10316943999999999,0.055011186609433264,0.05299716199760746,0.15151258715273402,0.050172278002392524,-0.04834314715273404,0.02423469387755106,-0.009499999999999993,0.0036112894094786625,0.0036112894094786625,True,True,0.04072063239181544,0.0413726175,True,32.12,23.02111248345906,23.454463671001573
2024-10-31,2024-09-30,1.49,1.64,0.10067114,32.15,225.6617279,0.10336225,0.0378481206298422,0.023117713098474598,0.035017200577136184,0.0802445369015254,0.06834504942286382,0.113998613998614,-0.028900000000000006,-0.02210976000441195,0.02210976000441195,True,True,0.03412338636330166,0.037860765000000005,True,32.15,15.204510218509046,19.45459344983652
