date,aapl_open,aapl_high,aapl_low,aapl_close,aapl_volume,vxapl_open,vxapl_high,vxapl_low,vxapl_close,vix_open,vix_high,vix_low,vix_close,vix9d_open,vix9d_high,vix9d_low,vix9d_close,earnings_flag,fiscal_quarter_end,eps_estimate,eps_actual,eps_surprise_pct,source_ids
2017-04-03,33.41713395,33.51246926,33.26366217,33.41480637,79942800,20.96,21.23,20.48,20.55,12.59,13.59,12.27,12.38,10.76,12.21,10.04,10.16,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-04,33.31016322,33.69151503,33.29156026,33.66361237,79565600,20.8,20.94,20.51,20.57,12.71,13.07,11.7,11.79,10.85,10.85,9.4,9.51,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-05,33.53571384,33.82405436,33.44037502,33.48920822,110871600,21.01,21.02,20.13,20.94,11.89,12.89,10.9,12.89,9.01,11.89,8.69,11.89,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-06,33.55199487,33.60547971,33.3566691,33.40550232,84596000,21.26,21.38,20.66,20.93,13.11,13.22,11.7,12.39,11.02,11.1,9.6,10.27,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-07,33.42177623,33.52641477,33.31481365,33.33108902,66688800,21.33,21.43,20.77,21.12,13.17,13.43,12.23,12.87,10.88,11.69,9.94,10.06,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-10,33.3915516,33.45666019,33.22877658,33.29156113,75733600,22.23,22.34,21.58,21.72,13.24,14.11,12.94,14.05,10.62,10.69,9.73,10.36,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-11,33.23807999,33.33341884,32.5683876,32.93346405,121517600,22.11,23.7,22.03,22.48,14.32,15.88,14.17,15.07,10.77,12.17,10.53,10.54,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-12,32.92649013,33.05437972,32.78929373,32.97299576,81400000,22.69,23.03,22.48,22.48,15.16,16.16,14.84,15.77,10.71,11.62,10.33,10.91,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-13,32.99857282,33.107863,32.79859543,32.79859543,71291600,22.62,22.71,21.54,22.36,15.89,16.22,14.97,15.96,11.76,12.88,10.7,12.75,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-17,32.89857391,32.99158869,32.75672947,32.9799614,66328400,23.98,24.07,22.92,22.97,16.19,16.28,14.6,14.66,14.91,14.95,12.96,13.44,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-18,32.88229878,33.02879129,32.81253858,32.83346558,58790000,23.31,23.35,22.63,22.66,14.5,15.5,14.29,14.42,14.83,15.84,14.04,14.2,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-19,32.99159963,33.0195023,32.65907745,32.71255875,69313600,22.78,22.86,22.42,22.5,14.0,15.15,13.46,14.93,13.73,16.59,13.52,16.2,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-20,32.83812956,33.23343277,32.82417823,33.12181854,93278400,22.45,22.54,21.38,22.11,14.59,14.81,13.83,14.15,15.69,16.79,14.66,15.83,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-21,33.12182062,33.17762596,32.98462775,33.08229065,69283600,22.36,22.87,22.3,22.74,13.85,15.33,13.85,14.63,16.03,18.55,15.89,17.09,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-24,33.36828648,33.47292499,33.29387466,33.40084076,68537200,22.1,22.1,19.91,20.97,11.56,12.01,10.82,10.84,11.28,11.73,9.91,9.96,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-25,33.46362724,33.69383128,33.45432399,33.60779572,75486000,20.98,21.35,20.9,21.05,10.81,11.15,10.22,10.76,9.83,10.59,9.62,9.8,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-26,33.5938583,33.62408856,33.34039957,33.41015625,80164800,21.17,22.52,21.17,22.43,10.61,10.89,10.39,10.85,9.91,10.24,9.33,9.79,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-27,33.46595642,33.52176529,33.32411196,33.43572617,56985200,22.41,22.93,22.06,22.15,10.72,11.08,10.33,10.36,9.81,10.58,9.08,9.24,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-04-28,33.50548604,33.55431925,33.31481192,33.40317154,83441600,22.25,22.99,21.49,21.57,10.39,11.16,10.29,10.82,9.34,9.92,9.2,9.42,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-01,33.74034586,34.22866023,33.70779157,34.08449173,134411600,22.04,22.56,21.81,22.1,10.92,11.04,9.9,10.11,10.85,10.86,9.38,9.49,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-02,34.30771114,34.43560423,34.14493973,34.30073547,181408800,22.09,22.98,21.47,22.4,10.15,10.59,10.04,10.59,9.85,10.57,9.78,10.49,1,2017-03-31,0.5,0.52,0.04,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D;ALPHAQUERY_ZACKS_EARNINGS
2017-05-03,33.85428413,34.29609642,33.54734418,34.19610596,182788000,17.21,17.59,16.54,16.81,10.56,11.15,10.4,10.68,11.09,11.56,10.4,10.78,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-04,34.07054812,34.21471665,33.90544904,34.07287216,93487600,16.89,17.14,15.74,15.79,10.71,11.24,10.27,10.46,10.87,12.09,10.67,11.04,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-05,34.12635161,34.64257227,34.12635161,34.63792419,109310800,15.78,16.73,15.57,16.27,10.51,10.98,9.99,10.57,10.48,11.97,10.29,11.44,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-08,34.65419117,35.74011354,34.65419117,35.57966614,195009600,16.71,19.03,16.69,17.8,10.53,10.55,9.67,9.77,9.85,9.85,8.91,9.09,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-09,35.77964613,36.01450538,35.68198325,35.80755234,156521600,18.1,19.75,18.1,18.4,9.87,10.14,9.56,9.96,9.26,9.64,8.91,9.31,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-10,35.72383743,35.79592167,35.37038834,35.63779831,103222800,18.55,19.13,18.23,18.62,9.75,10.24,9.62,10.21,9.45,9.45,8.85,9.43,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-11,35.59578472,35.97404344,35.56309605,35.94602203,109020400,18.76,19.44,18.4,18.7,10.34,11.23,10.32,10.6,9.82,11.18,9.63,10.35,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-12,36.12113451,36.52274018,36.11413005,36.44802475,130108000,18.8,20.69,18.8,19.42,10.72,10.87,10.28,10.4,10.12,10.31,9.16,9.4,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-15,36.42700367,36.57643808,36.20285385,36.35462189,104038800,20.05,20.46,19.97,20.1,10.54,10.88,10.25,10.42,9.96,9.96,8.9,9.16,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-16,36.41065985,36.43867769,36.12579998,36.30091858,80194000,20.21,20.26,19.26,19.84,10.46,10.67,10.18,10.65,8.89,9.14,8.56,8.96,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-17,35.86428621,36.09077319,34.95600466,35.08208847,203070800,20.01,25.5,19.51,24.14,11.89,15.59,11.53,15.59,11.96,20.22,11.51,20.17,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-18,35.32026292,35.80358851,35.28757425,35.61679459,134272800,23.85,24.0,22.32,23.25,14.06,16.3,14.03,14.66,19.43,19.58,15.69,16.67,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-19,35.81291629,35.95300901,35.63779772,35.73819733,107843200,22.69,22.89,20.28,20.93,14.23,14.23,11.72,12.04,13.17,13.18,10.29,10.98,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-22,35.9576826,36.09310807,35.70317778,35.95534897,91865600,20.72,20.87,19.02,19.06,12.29,12.52,10.89,10.93,10.85,10.85,9.25,9.39,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-23,36.16783017,36.16783017,35.79657956,35.91099167,79675600,19.24,19.51,18.96,19.38,11.0,11.0,10.56,10.72,9.08,9.86,9.08,9.32,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-24,35.9203308,35.99738342,35.64714618,35.80358505,76712000,19.55,19.59,18.62,18.62,10.61,10.9,9.88,10.02,9.21,9.55,8.52,8.56,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-25,35.89464136,36.03940848,35.73119804,35.92733002,76942400,18.69,18.72,17.88,18.5,9.82,10.29,9.72,9.99,8.57,8.99,7.81,8.12,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-26,35.9576768,36.01371602,35.79656716,35.8666153,87710400,18.47,18.5,17.36,17.4,9.93,10.48,9.65,9.81,8.69,8.85,7.51,7.6,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-30,35.82226906,36.05809421,35.80125567,35.88064194,80507600,18.27,18.31,17.48,17.87,10.61,10.84,10.14,10.38,9.47,9.54,8.56,9.04,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-05-31,35.95068192,35.9973795,35.57943133,35.66815567,97804800,17.81,19.3,17.81,18.83,10.1,11.3,9.93,10.41,8.9,9.91,8.45,8.71,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-01,35.76389028,35.80124977,35.54207408,35.76622391,65616400,18.89,18.9,18.05,18.06,10.42,10.54,9.69,9.89,8.64,9.14,8.22,8.5,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-02,35.8596177,36.29624557,35.69850803,36.29624557,111082800,18.12,18.83,17.97,18.33,10.08,10.3,9.58,9.75,8.65,9.01,8.18,8.47,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-05,36.03706994,36.06275414,35.83159988,35.94133759,101326800,19.09,19.63,18.47,18.5,10.08,10.28,9.6,10.07,9.9,9.96,9.13,9.69,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-06,35.93433457,36.38030412,35.90631673,36.06275558,106499600,18.6,18.99,18.29,18.76,10.19,10.77,9.86,10.45,10.35,10.59,9.92,10.39,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-07,36.19583372,36.41998344,36.06974638,36.27755356,84278400,18.89,19.28,18.57,18.89,10.48,10.93,10.12,10.39,10.44,10.99,10.13,10.13,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-08,36.24954545,36.3172564,36.0510763,36.18883896,85003200,19.02,19.39,18.73,18.78,10.27,10.53,9.73,10.16,10.03,10.35,9.33,9.62,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-09,36.23554033,36.23554033,34.09442407,34.78555679,259530800,18.8,28.43,18.28,24.81,9.93,12.11,9.37,10.7,8.98,12.47,8.35,10.37,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-12,34.0290456,34.11076548,33.27486565,33.95432663,289229200,25.24,52.28,22.28,22.42,11.19,12.37,11.19,11.46,11.8,13.22,11.3,11.35,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-13,34.36060037,34.42831132,33.89128031,34.22750854,136661600,21.69,21.69,17.98,18.25,11.12,11.14,10.26,10.42,10.4,10.44,9.28,9.35,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-14,34.4399848,34.4399848,33.58540534,33.89361572,126124800,17.97,21.12,17.85,19.53,10.33,11.26,10.01,10.64,9.46,10.31,8.74,9.91,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-15,33.46399964,33.73484704,33.20482396,33.69048309,128661600,20.08,22.65,20.08,20.65,11.06,12.01,10.74,10.9,11.58,11.86,9.61,10.14,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-16,33.57138936,33.73950343,33.20247256,33.21881866,201444400,21.11,21.25,20.13,20.89,10.63,11.35,10.26,10.38,9.65,10.33,8.17,8.33,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-19,33.5433882,34.26254241,33.5433882,34.16914368,130165600,21.28,21.28,18.98,19.77,10.57,10.6,10.01,10.37,8.87,8.94,8.13,8.52,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-20,34.29288722,34.29288722,33.84225044,33.85859299,99600400,20.2,20.63,18.97,19.45,10.28,11.15,10.24,10.86,8.77,10.08,8.61,9.42,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-21,33.97768639,34.10610743,33.76520825,34.05940628,85063200,19.57,19.75,19.34,19.65,11.03,11.4,10.4,10.75,9.39,10.2,9.07,9.56,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-22,34.03605705,34.25320243,33.88428543,34.00336838,76425200,19.93,20.48,19.59,19.78,10.81,11.01,10.24,10.48,9.66,10.24,8.79,9.23,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-23,33.88661474,34.36060209,33.88194391,34.15512848,141757600,20.0,20.0,19.01,19.02,10.25,10.69,9.85,10.02,9.11,9.59,8.06,8.38,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-26,34.3629447,34.62212042,33.94499647,34.04773331,102769600,20.28,22.0,20.09,21.2,10.13,10.44,9.68,9.9,8.62,9.32,8.2,8.7,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-27,33.85859935,34.1271167,33.53404632,33.55973053,99047600,21.64,23.37,20.55,23.37,10.04,11.31,9.8,11.06,9.05,10.93,8.52,10.5,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-28,33.73717879,34.11543377,33.42663475,34.05005646,88329600,23.75,24.12,22.04,22.24,11.17,11.49,9.76,10.03,9.35,9.92,8.32,8.49,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-29,33.7885494,33.88661538,33.22116332,33.54804993,125997600,22.6,25.88,22.55,24.04,9.79,15.16,9.73,11.44,8.88,17.68,8.76,11.37,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-06-30,33.72784102,33.84692395,33.57140217,33.62744141,92096400,23.74,24.47,22.54,23.72,11.74,11.85,10.4,11.18,10.31,11.0,9.41,9.93,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-03,33.82825431,33.92632032,33.41263966,33.50603485,57111200,24.92,25.22,24.27,25.09,11.07,11.45,10.28,11.22,9.75,10.46,9.14,10.21,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-05,33.55038461,33.80722305,33.32389763,33.64377975,86278400,25.79,26.22,24.35,24.79,11.2,12.03,10.79,11.07,10.18,11.35,9.18,9.65,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-06,33.39396271,33.50603766,33.25153273,33.32624817,96515200,25.51,26.8,25.32,25.77,11.2,13.05,11.18,12.54,11.07,12.3,10.32,11.53,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-07,33.36592616,33.79788676,33.36592616,33.66479492,76806800,25.98,25.98,24.03,24.23,12.48,12.57,10.98,11.19,10.97,11.03,9.07,9.26,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-10,33.64845361,34.07807703,33.47566865,33.87026978,84362400,25.68,25.77,24.61,24.85,11.26,11.73,10.61,11.11,10.85,10.85,9.44,9.9,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-11,33.79322849,34.05474143,33.71150859,33.98002243,79127200,25.39,25.72,24.29,24.37,10.79,12.14,10.68,10.89,10.1,11.27,9.33,9.37,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-12,34.05940039,34.13178218,33.81423719,34.02904892,99538000,24.51,25.21,24.21,24.36,10.85,10.85,10.08,10.3,8.69,8.83,8.02,8.06,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-13,33.97300985,34.67115065,33.95900093,34.5030365,100797600,24.68,25.38,24.14,24.27,10.07,10.4,9.9,9.9,8.58,8.59,8.01,8.01,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-14,34.54972657,34.86727506,34.4002922,34.79956055,80528400,24.5,24.57,23.72,24.03,10.09,10.14,9.5,9.51,8.09,8.18,7.55,7.55,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-17,34.74820096,35.23386006,34.68982809,34.92098236,95174000,25.41,27.08,24.93,26.05,9.77,10.03,9.71,9.82,8.53,8.67,8.28,8.39,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-18,34.83692293,35.05407183,34.71317275,35.04239655,71475200,26.44,26.99,26.13,26.19,9.86,10.35,9.66,9.89,9.18,9.24,8.21,8.44,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-19,35.13579159,35.35527412,35.01204141,35.26187897,83692000,26.17,26.43,25.17,25.44,9.69,9.94,9.58,9.79,8.4,8.4,7.74,7.85,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-20,35.37395457,35.4299938,35.06808135,35.10310364,68974800,25.51,25.78,25.03,25.35,9.66,10.28,9.5,9.58,8.02,9.02,7.59,7.69,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-21,35.02138796,35.12645841,34.76221228,35.08676529,105010400,25.66,25.82,25.01,25.32,9.52,9.98,9.3,9.36,7.85,8.12,6.99,7.1,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-24,35.15914412,35.59343837,35.00036807,35.51171494,85972800,25.68,26.2,25.16,26.2,9.94,9.97,9.26,9.43,8.25,8.31,7.45,7.64,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-25,35.44401531,35.92033647,35.44401531,35.66349792,75415600,26.25,26.47,25.45,25.75,9.4,9.52,9.04,9.43,7.57,8.02,7.45,7.87,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-26,35.80592361,35.94134555,35.73820908,35.83160782,63124000,25.92,26.07,24.68,25.41,9.25,9.66,8.84,9.6,7.96,8.19,7.79,8.07,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-27,35.89930676,35.95534598,34.39328777,35.15446854,129905200,25.68,29.62,25.38,27.79,9.33,11.5,9.16,10.11,7.84,11.65,7.59,9.03,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-28,34.9980325,35.07741873,34.8345892,34.90697098,68854800,28.01,28.62,27.21,27.42,10.62,11.3,10.26,10.29,9.99,10.38,8.34,8.55,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-07-31,35.00035735,35.10076049,34.58708016,34.72717285,79383600,28.07,28.15,26.86,26.96,10.53,10.84,10.23,10.26,9.54,9.98,8.99,9.43,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-01,34.81358797,35.07509734,34.65247825,35.03540421,141474400,27.2,27.41,26.0,27.41,10.19,10.56,9.95,10.09,9.41,9.71,8.75,8.93,1,2017-06-30,0.39,0.42,0.07692308,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D;ALPHAQUERY_ZACKS_EARNINGS
2017-08-02,37.19052477,37.30026606,36.46203245,36.69085312,279747200,22.22,25.14,20.4,22.93,10.08,10.81,9.8,10.28,8.68,9.56,8.4,8.68,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-03,36.66983471,36.7071942,36.19584732,36.32426834,108389200,23.11,23.27,21.63,22.42,10.47,10.6,9.9,10.44,8.91,9.33,8.38,9.31,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-04,36.4410202,36.75156076,36.35229229,36.51573563,82239600,22.35,22.7,21.25,21.38,10.48,10.5,9.68,10.03,8.49,8.82,8.06,8.58,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-07,36.67216241,37.1064566,36.5811009,37.0807724,87481200,22.22,22.28,21.39,21.54,10.19,10.32,9.76,9.93,9.29,9.32,8.28,8.43,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-08,37.03174914,37.7859256,36.95469652,37.37731552,144823600,21.72,23.0,21.45,22.47,10.04,11.52,9.52,10.96,8.76,11.47,8.0,10.5,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-09,37.18584718,37.65516728,37.15082489,37.60613251,104526000,22.69,23.63,22.47,22.56,11.49,12.63,11.11,11.11,12.8,13.41,10.6,10.72,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-10,37.48190498,37.50534726,36.24657518,36.40831757,163217200,23.1,28.86,23.1,27.62,11.57,16.17,11.56,16.04,13.98,18.27,13.54,17.83,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-11,36.70834257,37.17012722,36.58410645,36.91461945,105028400,26.69,27.48,25.56,26.15,16.17,17.28,14.5,15.51,16.1,17.2,14.34,15.53,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-14,37.34594436,37.55456767,37.21232987,37.47018051,88490800,26.05,26.24,22.89,23.41,14.05,14.05,12.06,12.33,12.39,12.39,11.26,11.63,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-15,37.66004954,38.02103686,37.53815619,37.88039398,117862000,23.58,23.83,23.07,23.07,11.78,12.37,11.45,12.04,10.94,11.55,10.01,10.41,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-16,37.96008525,38.09369613,37.54049234,37.72801971,110686400,23.55,23.75,22.41,22.59,11.59,12.54,11.25,11.74,10.26,10.52,9.02,9.73,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-17,37.62723117,37.67176933,36.9990149,37.00370407,111762400,23.0,26.66,22.59,26.57,11.81,15.77,11.54,15.55,11.01,15.98,10.34,15.77,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-18,37.00370631,37.3881359,36.73648091,36.91931915,109712400,26.45,27.05,24.82,26.1,15.38,16.04,13.32,14.26,15.21,16.1,12.39,13.17,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-21,36.91932192,37.01074105,36.35908601,36.85134506,105474000,26.67,27.58,25.19,25.28,14.59,14.74,13.07,13.19,14.37,14.5,12.48,12.48,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-22,37.09043977,37.50534363,37.04121601,37.4537735,86418400,25.15,25.2,24.25,25.04,12.6,12.94,11.35,11.35,11.9,11.93,9.92,9.92,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-23,37.2873434,37.61551371,37.24280524,37.50065231,77596400,25.84,25.84,24.36,24.74,11.51,12.59,11.39,12.25,11.41,11.41,10.1,11.14,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-24,37.60613571,37.67880532,37.16545038,37.3342247,79275600,24.71,26.22,24.65,25.49,12.06,12.83,11.55,12.23,10.5,11.79,10.32,10.33,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2017-08-25,37.42330683,37.63661938,37.33423406,37.47253418,101920400,25.55,25.83,24.05,24.27,12.2,12.45,11.1,11.28,10.18,10.23,8.88,8.97,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
