date,aapl_open,aapl_high,aapl_low,aapl_close,aapl_volume,vxapl_open,vxapl_high,vxapl_low,vxapl_close,vix_open,vix_high,vix_low,vix_close,vix9d_open,vix9d_high,vix9d_low,vix9d_close,earnings_flag,fiscal_quarter_end,eps_estimate,eps_actual,eps_surprise_pct,source_ids
2014-01-28,15.85182397,16.04624788,15.64337751,15.78140831,1065523200,26.71,26.71,24.2,25.23,17.27,17.28,15.8,15.8,18.98,18.98,17.05,17.29,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2014-01-29,15.70196132,15.80852086,15.53589032,15.60225582,502810000,25.37,25.83,24.16,24.39,17.95,18.04,16.71,17.35,20.76,21.06,17.57,19.4,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2014-01-30,15.65802198,15.78140788,15.47606147,15.57202625,678501600,24.15,25.31,22.79,25.18,16.37,17.39,15.96,17.29,17.7,18.37,16.31,17.95,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2014-01-31,15.42870796,15.6265598,15.37792086,15.59758282,464797200,25.31,25.83,23.67,23.91,18.71,18.99,17.27,18.41,20.02,20.11,17.73,19.32,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2014-02-03,15.66020374,15.81973181,15.55707209,15.62655258,401464000,24.6,25.97,24.15,25.76,18.57,21.48,18.34,21.44,20.39,24.23,18.91,23.95,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2014-02-04,15.76115877,15.87363882,15.66488113,15.85276222,376681200,25.49,25.49,23.59,23.76,19.99,20.07,18.44,19.11,21.78,21.91,19.36,20.37,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2014-02-05,15.78328076,16.05497609,15.77362121,15.97116184,328344800,23.99,24.01,22.92,23.47,19.59,20.72,19.13,19.95,21.23,22.97,20.35,21.3,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2014-02-06,15.98746162,16.09528672,15.9169358,16.06425476,257765200,23.36,23.77,22.47,22.55,19.09,19.09,17.09,17.23,20.14,20.14,18.03,18.67,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2014-02-07,16.34228332,16.39086682,16.21690666,16.28899765,370280400,22.18,22.9,21.93,22.63,16.15,16.31,15.09,15.29,16.18,16.54,14.36,14.51,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2014-02-10,16.25702384,16.67484386,16.23633698,16.58081055,345559200,23.4,23.59,22.08,22.27,15.63,15.76,15.1,15.26,15.11,15.31,13.77,14.22,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2014-02-11,16.63158926,16.85538669,16.59679589,16.79928207,282256800,22.43,22.59,22.08,22.31,15.29,15.29,14.08,14.51,14.29,14.29,12.45,13.04,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
2014-02-12,16.83030898,16.91211732,16.71402199,16.79802322,308100800,22.19,22.89,22.07,22.42,14.31,14.64,14.02,14.3,12.86,13.38,12.41,12.67,0,,,,,AAPL_YF_GITHUB;CBOE_VXAPL;CBOE_VIX;CBOE_VIX9D
