as_of_date,model_name,expected_variance,median_variance,lower_quantile,upper_quantile,monte_carlo_standard_error,heston_used,heston_failure
2022-10-12,ensemble,0.05324402131535533,0.05324402131535533,0.05324402131535533,0.05324402131535533,0.0,True,
2022-10-13,ensemble,0.05283145724865981,0.05283145724865981,0.05283145724865981,0.05283145724865981,0.0,True,
2022-10-14,ensemble,0.05303455513404279,0.05303455513404279,0.05303455513404279,0.05303455513404279,0.0,True,
2022-10-17,ensemble,0.054420700720585524,0.054420700720585524,0.054420700720585524,0.054420700720585524,0.0,True,
2022-10-18,ensemble,0.05417551788372449,0.05417551788372449,0.05417551788372449,0.05417551788372449,0.0,True,
2022-10-19,ensemble,0.05399226505705443,0.05399226505705443,0.05399226505705443,0.05399226505705443,0.0,True,
2022-10-20,ensemble,0.053849549372803555,0.053849549372803555,0.053849549372803555,0.053849549372803555,0.0,True,
2022-10-21,ensemble,0.05444007381624556,0.05444007381624556,0.05444007381624556,0.05444007381624556,0.0,True,
2022-10-24,ensemble,0.05464019548148559,0.05464019548148559,0.05464019548148559,0.05464019548148559,0.0,True,
2022-10-25,ensemble,0.05481156055814963,0.05481156055814963,0.05481156055814963,0.05481156055814963,0.0,True,
2022-10-26,ensemble,0.054972486001433035,0.054972486001433035,0.054972486001433035,0.054972486001433035,0.0,True,
2022-10-27,ensemble,0.0544082322942209,0.0544082322942209,0.0544082322942209,0.0544082322942209,0.0,True,
2022-10-28,ensemble,0.054851582779726585,0.054851582779726585,0.054851582779726585,0.054851582779726585,0.0,True,
2022-10-31,ensemble,0.05510137513232075,0.05510137513232075,0.05510137513232075,0.05510137513232075,0.0,True,
2022-11-01,ensemble,0.05500617358394952,0.05500617358394952,0.05500617358394952,0.05500617358394952,0.0,True,
2022-11-02,ensemble,0.05549025128266537,0.05549025128266537,0.05549025128266537,0.05549025128266537,0.0,True,
2022-11-03,ensemble,0.055365275415208415,0.055365275415208415,0.055365275415208415,0.055365275415208415,0.0,True,
2022-11-04,ensemble,0.055353792256694,0.055353792256694,0.055353792256694,0.055353792256694,0.0,True,
2022-11-07,ensemble,0.05569896965221722,0.05569896965221722,0.05569896965221722,0.05569896965221722,0.0,True,
2022-11-08,ensemble,0.055757274788198766,0.055757274788198766,0.055757274788198766,0.055757274788198766,0.0,True,
2022-11-09,ensemble,0.05577465746214921,0.05577465746214921,0.05577465746214921,0.05577465746214921,0.0,True,
2022-11-10,ensemble,0.05915891188149525,0.05915891188149525,0.05915891188149525,0.05915891188149525,0.0,True,
2022-11-11,ensemble,0.05878901819965855,0.05878901819965855,0.05878901819965855,0.05878901819965855,0.0,True,
2022-11-14,ensemble,0.06008061926934665,0.06008061926934665,0.06008061926934665,0.06008061926934665,0.0,True,
2022-11-15,ensemble,0.05989879070766169,0.05989879070766169,0.05989879070766169,0.05989879070766169,0.0,True,
2022-11-16,ensemble,0.05976992612531737,0.05976992612531737,0.05976992612531737,0.05976992612531737,0.0,True,
2022-11-17,ensemble,0.059525706578197696,0.059525706578197696,0.059525706578197696,0.059525706578197696,0.0,True,
2022-11-18,ensemble,0.059354048814093965,0.059354048814093965,0.059354048814093965,0.059354048814093965,0.0,True,
2022-11-21,ensemble,0.05918161390848402,0.05918161390848402,0.05918161390848402,0.05918161390848402,0.0,True,
2022-11-22,ensemble,0.05920253831200587,0.05920253831200587,0.05920253831200587,0.05920253831200587,0.0,True,
2022-11-23,ensemble,0.06112455170709072,0.06112455170709072,0.06112455170709072,0.06112455170709072,0.0,True,
2022-11-25,ensemble,0.05924150046666597,0.05924150046666597,0.05924150046666597,0.05924150046666597,0.0,True,
2022-11-28,ensemble,0.06019947484629882,0.06019947484629882,0.06019947484629882,0.06019947484629882,0.0,True,
2022-11-29,ensemble,0.058776126208426004,0.058776126208426004,0.058776126208426004,0.058776126208426004,0.0,True,
2022-11-30,ensemble,0.06009783428243635,0.06009783428243635,0.06009783428243635,0.06009783428243635,0.0,True,
2022-12-01,ensemble,0.05916499474031829,0.05916499474031829,0.05916499474031829,0.05916499474031829,0.0,True,
2022-12-02,ensemble,0.05919218422008021,0.05919218422008021,0.05919218422008021,0.05919218422008021,0.0,True,
2022-12-05,ensemble,0.060630951274371146,0.060630951274371146,0.060630951274371146,0.060630951274371146,0.0,True,
2022-12-06,ensemble,0.05881088942923654,0.05881088942923654,0.05881088942923654,0.05881088942923654,0.0,True,
2022-12-07,ensemble,0.05876901459274493,0.05876901459274493,0.05876901459274493,0.05876901459274493,0.0,True,
2022-12-08,ensemble,0.05879617472221681,0.05879617472221681,0.05879617472221681,0.05879617472221681,0.0,True,
2022-12-09,ensemble,0.05859481719087806,0.05859481719087806,0.05859481719087806,0.05859481719087806,0.0,True,
2022-12-12,ensemble,0.05843420137284787,0.05843420137284787,0.05843420137284787,0.05843420137284787,0.0,True,
2022-12-13,ensemble,0.059087458098246684,0.059087458098246684,0.059087458098246684,0.059087458098246684,0.0,True,
2022-12-14,ensemble,0.058181090696909354,0.058181090696909354,0.058181090696909354,0.058181090696909354,0.0,True,
2022-12-15,ensemble,0.05918961798082277,0.05918961798082277,0.05918961798082277,0.05918961798082277,0.0,True,
2022-12-16,ensemble,0.05887296841433601,0.05887296841433601,0.05887296841433601,0.05887296841433601,0.0,True,
2022-12-19,ensemble,0.05968283791820857,0.05968283791820857,0.05968283791820857,0.05968283791820857,0.0,True,
2022-12-20,ensemble,0.05850199704596966,0.05850199704596966,0.05850199704596966,0.05850199704596966,0.0,True,
2022-12-21,ensemble,0.058278357829807136,0.058278357829807136,0.058278357829807136,0.058278357829807136,0.0,True,
2022-12-22,ensemble,0.05897322858361304,0.05897322858361304,0.05897322858361304,0.05897322858361304,0.0,True,
2022-12-23,ensemble,0.057929166675940225,0.057929166675940225,0.057929166675940225,0.057929166675940225,0.0,True,
2022-12-27,ensemble,0.05768841736591153,0.05768841736591153,0.05768841736591153,0.05768841736591153,0.0,True,
2022-12-28,ensemble,0.05770528352706587,0.05770528352706587,0.05770528352706587,0.05770528352706587,0.0,True,
