as_of_date,direction,implied_variance,forecast_variance,variance_edge,variance_risk_premium,zscore,regime,entry_threshold,approved,model_name
2023-01-11,flat,0.044349411649,0.05761869361052911,0.013269281961529114,-0.013269281961529114,0.73513640335919,high_vol__flat,0.9375,True,ensemble
2023-01-12,short_vol,0.035448228729,0.05821943263317746,0.022771203904177466,-0.022771203904177466,1.2949352919518902,normal_vol__flat,0.75,True,ensemble
2023-01-13,short_vol,0.033773618176,0.05718858812384202,0.02341496994784202,-0.02341496994784202,1.3271936272967144,normal_vol__flat,0.75,True,ensemble
2023-01-17,short_vol,0.037429093156,0.05832424837912331,0.02089515522312331,-0.02089515522312331,1.1686877001585416,normal_vol__flat,0.75,True,ensemble
2023-01-18,short_vol,0.041496134436,0.05745699428832764,0.01596085985232764,-0.01596085985232764,0.8189501815374699,normal_vol__flat,0.75,True,ensemble
2023-01-19,short_vol,0.042013520783999996,0.05736636305156194,0.015352842267561943,-0.015352842267561943,0.7660927428258156,normal_vol__flat,0.75,True,ensemble
2023-01-20,short_vol,0.039373671183999995,0.05866615610316629,0.019292484919166297,-0.019292484919166297,1.0990730508175528,normal_vol__flat,0.75,True,ensemble
2023-01-23,short_vol,0.039156890161,0.05689711290213892,0.01774022274113892,-0.01774022274113892,0.9633292826706135,normal_vol__flat,0.75,True,ensemble
2023-01-24,short_vol,0.036908173225,0.05726931764846438,0.02036114442346438,-0.02036114442346438,1.196163452054309,normal_vol__flat,0.75,True,ensemble
2023-01-25,short_vol,0.036481,0.05644111686797745,0.019960116867977454,-0.019960116867977454,1.1586129425638234,normal_vol__flat,0.75,True,ensemble
2023-01-26,short_vol,0.035029239920999995,0.05648239026923916,0.021453150348239164,-0.021453150348239164,1.2862211997405337,normal_vol__flat,0.75,True,ensemble
2023-01-27,short_vol,0.034197255625,0.058711109999042284,0.024513854374042285,-0.024513854374042285,1.580403473875953,normal_vol__flat,0.75,True,ensemble
2023-01-30,short_vol,0.039662714025,0.0571301866771881,0.0174674726521881,-0.0174674726521881,0.802023497134316,normal_vol__flat,0.75,True,ensemble
2023-01-31,short_vol,0.037742775625,0.055962336689943104,0.0182195610649431,-0.0182195610649431,0.8714243478037359,normal_vol__flat,0.75,True,ensemble
2023-02-01,short_vol,0.031896531216,0.05610881752330251,0.02421228630730251,-0.02421228630730251,1.5532335386258136,normal_vol__flat,0.75,True,ensemble
2023-02-02,short_vol,0.035036726760999996,0.058118054021606094,0.023081327260606098,-0.023081327260606098,1.3849816939693294,normal_vol__flat,0.75,True,ensemble
2023-02-03,short_vol,0.033667479169,0.055623706075402006,0.021956226906402004,-0.021956226906402004,1.2170406637115445,normal_vol__flat,0.75,True,ensemble
2023-02-06,flat,0.037714805208999995,0.05529893604242647,0.017584130833426477,-0.017584130833426477,0.6524561039425928,normal_vol__flat,0.75,True,ensemble
2023-02-07,short_vol,0.034857636804,0.05556401370422889,0.02070637690022889,-0.02070637690022889,1.09932427592991,normal_vol__flat,0.75,True,ensemble
2023-02-08,flat,0.038454817801,0.05611610615150167,0.017661288350501674,-0.017661288350501674,0.6237901429067697,normal_vol__flat,0.75,True,ensemble
2023-02-09,flat,0.042913194025000004,0.056455946413898776,0.013542752388898772,-0.013542752388898772,-0.00633156957333862,normal_vol__flat,0.75,True,ensemble
2023-02-10,flat,0.042157944976000006,0.05646746100589105,0.014309516029891042,-0.014309516029891042,0.08417873297717818,normal_vol__flat,0.75,True,ensemble
2023-02-13,flat,0.04133089,0.05451683833743228,0.01318594833743228,-0.01318594833743228,-0.12872850047174453,normal_vol__flat,0.75,True,ensemble
2023-02-14,short_vol,0.035683965603999994,0.05537344526988365,0.019689479665883657,-0.019689479665883657,0.8902708944401633,normal_vol__flat,0.75,True,ensemble
2023-02-15,short_vol,0.033229279521,0.054078187167692165,0.020848907646692165,-0.020848907646692165,1.0572708166274452,normal_vol__flat,0.75,True,ensemble
2023-02-16,flat,0.040749881955999996,0.056080892770749416,0.01533101081474942,-0.01533101081474942,0.09831489545166906,normal_vol__flat,0.75,True,ensemble
2023-02-17,flat,0.040141324609,0.05400424867214706,0.013862924063147056,-0.013862924063147056,-0.16935580546283235,normal_vol__flat,0.75,True,ensemble
2023-02-21,long_vol,0.052332052643999996,0.05455965580126411,0.002227603157264113,-0.002227603157264113,-2.076897766531655,normal_vol__flat,0.75,True,ensemble
2023-02-22,long_vol,0.04954675328100001,0.05521277781126628,0.005666024530266274,-0.005666024530266274,-1.4448691939820726,normal_vol__flat,0.75,True,ensemble
2023-02-23,flat,0.044599104225000005,0.054574203877839164,0.009975099652839159,-0.009975099652839159,-0.7112556608024715,normal_vol__flat,0.75,True,ensemble
2023-02-24,long_vol,0.047066868601000005,0.055531254760320295,0.00846438615932029,-0.00846438615932029,-0.9486777467599427,normal_vol__flat,0.75,True,ensemble
2023-02-27,long_vol,0.043818630240999995,0.05287334716054341,0.009054716919543418,-0.009054716919543418,-0.844260586469573,normal_vol__flat,0.75,True,ensemble
2023-02-28,flat,0.042916508569000006,0.053689072501394305,0.0107725639323943,-0.0107725639323943,-0.5445844528652783,normal_vol__flat,0.75,True,ensemble
2023-03-01,flat,0.042286575768999995,0.053877503731723356,0.01159092796272336,-0.01159092796272336,-0.3909997869227255,normal_vol__flat,0.75,True,ensemble
2023-03-02,flat,0.038332940944,0.05240508745600671,0.014072146512006709,-0.014072146512006709,0.041993954791516915,normal_vol__flat,0.75,True,ensemble
2023-03-03,short_vol,0.034226480016000004,0.05271946485556391,0.01849298483956391,-0.01849298483956391,0.7793306714893579,normal_vol__flat,0.75,True,ensemble
2023-03-06,short_vol,0.0347300496,0.05586818381243112,0.021138134212431117,-0.021138134212431117,1.1805121216178496,normal_vol__flat,0.75,True,ensemble
2023-03-07,flat,0.038439131481000005,0.05220475304161095,0.013765621560610945,-0.013765621560610945,-0.061752809130864776,normal_vol__flat,0.75,True,ensemble
2023-03-08,flat,0.036501630916,0.054713873831561344,0.018212242915561346,-0.018212242915561346,0.6603953709133256,normal_vol__flat,0.75,True,ensemble
2023-03-09,long_vol,0.050983382024999996,0.05190362034189632,0.0009202383168963255,-0.0009202383168963255,-2.1736862360691225,normal_vol__flat,0.75,True,ensemble
2023-03-10,long_vol,0.06146978076100001,0.0525943635533591,-0.008875417207640908,0.008875417207640908,-3.6049071023372155,normal_vol__flat,0.75,True,ensemble
2023-03-13,long_vol,0.07048865700899999,0.051515042512222525,-0.018973614496777466,0.018973614496777466,-4.26913590242405,normal_vol__flat,0.75,True,ensemble
2023-03-14,long_vol,0.056218306816000006,0.05341157674939444,-0.0028067300666055686,0.0028067300666055686,-2.0414648133462148,normal_vol__flat,0.75,True,ensemble
2023-03-15,long_vol,0.06844816387600001,0.053180159723499404,-0.015268004152500611,0.015268004152500611,-3.2427357169853557,normal_vol__flat,0.75,True,ensemble
2023-03-16,long_vol,0.052889420528999996,0.0518643064955077,-0.0010251140334922929,0.0010251140334922929,-1.5645482564593827,normal_vol__flat,0.75,True,ensemble
2023-03-17,long_vol,0.06507192846399999,0.05155866988147591,-0.013513258582524085,0.013513258582524085,-2.735616701760057,normal_vol__flat,0.75,True,ensemble
2023-03-20,long_vol,0.058230033481,0.05113267943754194,-0.007097354043458057,0.007097354043458057,-1.9582098592249086,normal_vol__flat,0.75,True,ensemble
2023-03-21,flat,0.045685642564,0.0517500005917312,0.006064358027731205,-0.006064358027731205,-0.5999546431986601,normal_vol__flat,0.75,True,ensemble
2023-03-22,long_vol,0.04958415562500001,0.05203995346683815,0.0024557978418381435,-0.0024557978418381435,-0.945392185107429,normal_vol__flat,0.75,True,ensemble
2023-03-23,long_vol,0.051174131089,0.05207648151897583,0.0009023504299758289,-0.0009023504299758289,-1.0693369037517855,normal_vol__flat,0.75,True,ensemble
2023-03-24,long_vol,0.047191045225000006,0.05107160626659216,0.003880561041592151,-0.003880561041592151,-0.756648401136691,normal_vol__flat,0.75,True,ensemble
2023-03-27,flat,0.042562165635999995,0.051021710372526216,0.008459544736526221,-0.008459544736526221,-0.30067939425186385,normal_vol__flat,0.75,True,ensemble
2023-03-28,flat,0.039783493764,0.05128899284734199,0.011505499083341988,-0.011505499083341988,0.002648027595713373,normal_vol__flat,0.75,True,ensemble
2023-03-29,flat,0.03663395999999999,0.05087092007384626,0.01423696007384627,-0.01423696007384627,0.2682624346465194,normal_vol__flat,0.75,True,ensemble
2023-03-30,flat,0.0361114009,0.0515990198243514,0.015487618924351403,-0.015487618924351403,0.37645071745147074,normal_vol__flat,0.75,True,ensemble
2023-03-31,flat,0.035049081796,0.0506377786159139,0.0155886968199139,-0.0155886968199139,0.37804279028786203,high_vol__flat,0.9375,True,ensemble
2023-04-03,flat,0.034400233729,0.05077146959552388,0.01637123586652388,-0.01637123586652388,0.44025025276392504,normal_vol__flat,0.75,True,ensemble
2023-04-04,flat,0.036030113856,0.051014544816374754,0.014984430960374752,-0.014984430960374752,0.2991007198592321,normal_vol__flat,0.75,True,ensemble
2023-04-05,flat,0.036318830625,0.05057800568408635,0.014259175059086353,-0.014259175059086353,0.21914796076449655,normal_vol__flat,0.75,True,ensemble
2023-04-06,flat,0.033893914608999993,0.050110894765350245,0.01621698015635025,-0.01621698015635025,0.41289889397279617,normal_vol__flat,0.75,True,ensemble
2023-04-10,flat,0.03590380728900001,0.04977080990625547,0.013867002617255465,-0.013867002617255465,0.17823122314574044,normal_vol__flat,0.75,True,ensemble
2023-04-11,flat,0.036421050649,0.05084385328714299,0.014422802638142988,-0.014422802638142988,0.2496283912339663,normal_vol__flat,0.75,True,ensemble
2023-04-12,flat,0.036453501183999995,0.049450233983106086,0.01299673279910609,-0.01299673279910609,0.12538329698405276,normal_vol__flat,0.75,True,ensemble
2023-04-13,flat,0.031770567049000005,0.05000293395232136,0.018232366903321355,-0.018232366903321355,0.6636961701631153,normal_vol__flat,0.75,True,ensemble
2023-04-14,short_vol,0.029216723041,0.04994954171637518,0.020732818675375183,-0.020732818675375183,0.9053122722342103,normal_vol__flat,0.75,True,ensemble
2023-04-17,short_vol,0.028720419841000003,0.048970842694425344,0.02025042285342534,-0.02025042285342534,0.8438955116644425,normal_vol__flat,0.75,True,ensemble
2023-04-18,short_vol,0.028359233604,0.04991184203986577,0.021552608435865768,-0.021552608435865768,0.9681471472064397,normal_vol__flat,0.75,True,ensemble
2023-04-19,short_vol,0.027115220889,0.04863320472633964,0.02151798383733964,-0.02151798383733964,0.9536207500815718,normal_vol__flat,0.75,True,ensemble
2023-04-20,short_vol,0.029460289599999995,0.04948750920655987,0.020027219606559878,-0.020027219606559878,0.8055220885915894,normal_vol__flat,0.75,True,ensemble
2023-04-21,short_vol,0.028156168804,0.05156386044477827,0.023407691640778272,-0.023407691640778272,1.1314880639294136,normal_vol__flat,0.75,True,ensemble
2023-04-24,flat,0.028465763524,0.047595946141582655,0.019130182617582654,-0.019130182617582654,0.7122243393878066,normal_vol__flat,0.75,True,ensemble
2023-04-25,flat,0.035210270736,0.05122018661067328,0.016009915874673278,-0.016009915874673278,0.4200961018078312,normal_vol__flat,0.75,True,ensemble
2023-04-26,flat,0.035570337200999995,0.047259180498092766,0.011688843297092771,-0.011688843297092771,-0.006589750441111723,normal_vol__flat,0.75,True,ensemble
2023-04-27,short_vol,0.029071273008999997,0.050149610727199284,0.021078337718199287,-0.021078337718199287,0.9358367978086278,normal_vol__flat,0.75,True,ensemble
2023-04-28,short_vol,0.024890741823999998,0.05320742129813461,0.028316679474134614,-0.028316679474134614,1.6424438008308888,normal_vol__flat,0.75,True,ensemble
2023-05-01,short_vol,0.025783688328999996,0.04594863902191603,0.020164950692916035,-0.020164950692916035,0.8372744647675421,normal_vol__flat,0.75,True,ensemble
2023-05-02,flat,0.03158333208900001,0.045905385626616196,0.014322053537616189,-0.014322053537616189,0.2659317604572331,normal_vol__flat,0.75,True,ensemble
2023-05-03,flat,0.03363959492099999,0.049493998844991956,0.015854403923991962,-0.015854403923991962,0.4245570986482445,normal_vol__flat,0.75,True,ensemble
2023-05-04,flat,0.040391754529,0.05082796369769724,0.010436209168697239,-0.010436209168697239,-0.10799084865684029,normal_vol__flat,0.75,True,ensemble
