as_of_date,model_name,expected_variance,median_variance,lower_quantile,upper_quantile,monte_carlo_standard_error,heston_used,heston_failure,implied_variance,variance_edge,realized_variance,forecast_error,abs_error,edge_sign_correct
2022-04-18,ensemble,0.0256304036421606,0.0256304036421606,0.0256304036421606,0.0256304036421606,0.0,True,,0.049142909123999996,-0.023512505481839398,0.10580191615170031,-0.08017151250953972,0.08017151250953972,False
2022-04-19,ensemble,0.025776015807431423,0.025776015807431423,0.025776015807431423,0.025776015807431423,0.0,True,,0.045677520729,-0.019901504921568575,0.12304109406890018,-0.09726507826146875,0.09726507826146875,False
2022-04-20,ensemble,0.02577502297960393,0.02577502297960393,0.02577502297960393,0.02577502297960393,0.0,True,,0.041225647681,-0.015450624701396066,0.1234873977095233,-0.09771237472991937,0.09771237472991937,False
2022-04-21,ensemble,0.02542946069242397,0.02542946069242397,0.02542946069242397,0.02542946069242397,0.0,True,,0.051455024569,-0.026025563876576032,0.12076569112215405,-0.09533623042973008,0.09533623042973008,False
2022-04-22,ensemble,0.026209743869359047,0.026209743869359047,0.026209743869359047,0.026209743869359047,0.0,True,,0.079598465424,-0.053388721554640944,0.1156000174423021,-0.08939027357294305,0.08939027357294305,False
2022-04-25,ensemble,0.026540605788063425,0.026540605788063425,0.026540605788063425,0.026540605788063425,0.0,True,,0.07280768924099999,-0.046267083452936564,0.11590367167321236,-0.08936306588514893,0.08936306588514893,False
2022-04-26,ensemble,0.027607080214257992,0.027607080214257992,0.027607080214257992,0.027607080214257992,0.0,True,,0.11242407820900001,-0.08481699799474202,0.10646796132363096,-0.07886088110937296,0.07886088110937296,True
2022-04-27,ensemble,0.02749660465300626,0.02749660465300626,0.02749660465300626,0.02749660465300626,0.0,True,,0.100010900025,-0.07251429537199375,0.1110704066333905,-0.08357380198038425,0.08357380198038425,False
2022-04-28,ensemble,0.02793049458555167,0.02793049458555167,0.02793049458555167,0.02793049458555167,0.0,True,,0.08984406760000001,-0.06191357301444834,0.11066124178266515,-0.08273074719711349,0.08273074719711349,False
2022-04-29,ensemble,0.02960522241789341,0.02960522241789341,0.02960522241789341,0.02960522241789341,0.0,True,,0.11155600000000002,-0.0819507775821066,0.09402563306692235,-0.06442041064902894,0.06442041064902894,True
2022-05-02,ensemble,0.030483128884953446,0.030483128884953446,0.030483128884953446,0.030483128884953446,0.0,True,,0.10487882250000002,-0.07439569361504658,0.09438492636539997,-0.06390179748044653,0.06390179748044653,True
2022-05-03,ensemble,0.030636822729206127,0.030636822729206127,0.030636822729206127,0.030636822729206127,0.0,True,,0.08574355240000002,-0.05510672967079389,0.09840429120654569,-0.06776746847733955,0.06776746847733955,False
2022-05-04,ensemble,0.031490536085058946,0.031490536085058946,0.031490536085058946,0.031490536085058946,0.0,True,,0.064639503049,-0.033148966963941054,0.09089130146254995,-0.059400765377491005,0.059400765377491005,False
2022-05-05,ensemble,0.03305754300174945,0.03305754300174945,0.03305754300174945,0.03305754300174945,0.0,True,,0.097236701584,-0.06417915858225054,0.07528575869858792,-0.04222821569683847,0.04222821569683847,True
2022-05-06,ensemble,0.03283610584177484,0.03283610584177484,0.03283610584177484,0.03283610584177484,0.0,True,,0.09132484000000002,-0.05848873415822518,0.07594929660039053,-0.04311319075861569,0.04311319075861569,True
2022-05-09,ensemble,0.0367088581530992,0.0367088581530992,0.0367088581530992,0.0367088581530992,0.0,True,,0.12087999168399999,-0.08417113353090079,0.06467626753247419,-0.02796740937937499,0.02796740937937499,True
2022-05-10,ensemble,0.03507013218179899,0.03507013218179899,0.03507013218179899,0.03507013218179899,0.0,True,,0.10889274012099999,-0.07382260793920101,0.07156488428547471,-0.03649475210367572,0.03649475210367572,True
2022-05-11,ensemble,0.03553680051432887,0.03553680051432887,0.03553680051432887,0.03553680051432887,0.0,True,,0.105853273201,-0.07031647268667113,0.07887709962030984,-0.043340299105980966,0.043340299105980966,True
2022-05-12,ensemble,0.03436062476951733,0.03436062476951733,0.03436062476951733,0.03436062476951733,0.0,True,,0.10114371696100001,-0.06678309219148268,0.09684349793655224,-0.06248287316703491,0.06248287316703491,True
2022-05-13,ensemble,0.03514055347693121,0.03514055347693121,0.03514055347693121,0.03514055347693121,0.0,True,,0.08320859468100002,-0.04806804120406881,0.09025424124145845,-0.05511368776452724,0.05511368776452724,False
2022-05-16,ensemble,0.03465982142210798,0.03465982142210798,0.03465982142210798,0.03465982142210798,0.0,True,,0.07550075107600002,-0.040840929653892036,0.09246045312975561,-0.057800631707647626,0.057800631707647626,False
2022-05-17,ensemble,0.03543278729949489,0.03543278729949489,0.03543278729949489,0.03543278729949489,0.0,True,,0.06824947251599998,-0.0328166852165051,0.10107804842080048,-0.06564526112130559,0.06564526112130559,False
2022-05-18,ensemble,0.03673962224604147,0.03673962224604147,0.03673962224604147,0.03673962224604147,0.0,True,,0.09576982408899999,-0.05903020184295852,0.08081741802416251,-0.044077795778121036,0.044077795778121036,True
2022-05-19,ensemble,0.03703420332906507,0.03703420332906507,0.03703420332906507,0.03703420332906507,0.0,True,,0.08638661505600001,-0.04935241172693494,0.08778189746388414,-0.05074769413481907,0.05074769413481907,False
2022-05-20,ensemble,0.03641800909571161,0.03641800909571161,0.03641800909571161,0.03641800909571161,0.0,True,,0.08641542122499998,-0.04999741212928837,0.08781912709156343,-0.05140111799585182,0.05140111799585182,False
2022-05-23,ensemble,0.03755861469754898,0.03755861469754898,0.03755861469754898,0.03755861469754898,0.0,True,,0.08107174236100001,-0.04351312766345103,0.08483749520556778,-0.0472788805080188,0.0472788805080188,False
2022-05-24,ensemble,0.037438317877698434,0.037438317877698434,0.037438317877698434,0.037438317877698434,0.0,True,,0.08667194880100001,-0.04923363092330158,0.09588830270554854,-0.05844998482785011,0.05844998482785011,False
2022-05-25,ensemble,0.0373698577542004,0.0373698577542004,0.0373698577542004,0.0373698577542004,0.0,True,,0.080665656289,-0.043295798534799604,0.09513558989182186,-0.057765732137621456,0.057765732137621456,False
2022-05-26,ensemble,0.03764666048056112,0.03764666048056112,0.03764666048056112,0.03764666048056112,0.0,True,,0.075763663504,-0.038117003023438886,0.09555287177354195,-0.05790621129298083,0.05790621129298083,False
2022-05-27,ensemble,0.03816958511144783,0.03816958511144783,0.03816958511144783,0.03816958511144783,0.0,True,,0.066251156449,-0.028081571337552166,0.0885025600998679,-0.05033297498842007,0.05033297498842007,False
2022-05-31,ensemble,0.038539291405331605,0.038539291405331605,0.038539291405331605,0.038539291405331605,0.0,True,,0.068563851409,-0.03002456000366839,0.08892117334137194,-0.05038188193604033,0.05038188193604033,False
2022-06-01,ensemble,0.038725036315163955,0.038725036315163955,0.038725036315163955,0.038725036315163955,0.0,True,,0.065839454464,-0.027114418148836042,0.08945797968408085,-0.0507329433689169,0.0507329433689169,False
2022-06-02,ensemble,0.038598719544377144,0.038598719544377144,0.038598719544377144,0.038598719544377144,0.0,True,,0.061244865529,-0.022646145984622855,0.08523032283223349,-0.046631603287856344,0.046631603287856344,False
2022-06-03,ensemble,0.03874078707890968,0.03874078707890968,0.03874078707890968,0.03874078707890968,0.0,True,,0.061289419489000005,-0.022548632410090322,0.08208083254742278,-0.0433400454685131,0.0433400454685131,False
2022-06-06,ensemble,0.03883187119274487,0.03883187119274487,0.03883187119274487,0.03883187119274487,0.0,True,,0.062773799209,-0.02394192801625513,0.08462194059847425,-0.045790069405729376,0.045790069405729376,False
2022-06-07,ensemble,0.03884496668521424,0.03884496668521424,0.03884496668521424,0.03884496668521424,0.0,True,,0.0576096004,-0.01876463371478576,0.08353642782180466,-0.04469146113659042,0.04469146113659042,False
2022-06-08,ensemble,0.03872721379835801,0.03872721379835801,0.03872721379835801,0.03872721379835801,0.0,True,,0.057481980515999995,-0.018754766717641987,0.0836864539219127,-0.0449592401235547,0.0449592401235547,False
2022-06-09,ensemble,0.03924227116259164,0.03924227116259164,0.03924227116259164,0.03924227116259164,0.0,True,,0.068247905049,-0.02900563388640836,0.07768193194864137,-0.03843966078604973,0.03843966078604973,False
2022-06-10,ensemble,0.04007143395155624,0.04007143395155624,0.04007143395155624,0.04007143395155624,0.0,True,,0.076911374241,-0.03683994028944376,0.06762517105793354,-0.027553737106377305,0.027553737106377305,True
2022-06-13,ensemble,0.043019655881494874,0.043019655881494874,0.043019655881494874,0.043019655881494874,0.0,True,,0.11573604,-0.07271638411850512,0.04971662717311379,-0.0066969712916189125,0.0066969712916189125,True
2022-06-14,ensemble,0.042695025084355964,0.042695025084355964,0.042695025084355964,0.042695025084355964,0.0,True,,0.106774711696,-0.06407968661164404,0.05390514315434955,-0.011210118069993585,0.011210118069993585,True
2022-06-15,ensemble,0.04391791683270704,0.04391791683270704,0.04391791683270704,0.04391791683270704,0.0,True,,0.08784584654399999,-0.04392792971129295,0.05232549572197955,-0.008407578889272516,0.008407578889272516,True
